"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
590,"Sec Bosque Tropical","Regosol","6°-15°",1980681.99835205,186199.535621643,807082.18,13.6011820150507,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
591,"Sec Bosque Tropical","Regosol","6°-15°",4595760.83428955,76554.0917127709,76554.09,11.2457658913639,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo"
592,"Sec Bosque Tropical","Regosol","15°-35°",702464.920837402,24849.8529955745,24849.85,10.1206472361712,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
593,"Sec Bosque Tropical","Regosol","6°-15°",1373632.93817139,94069.7252416611,1392610.09,14.1466910249803,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
594,"Sec Bosque Tropical","Regosol","15°-35°",3347022.77093506,169154.318439584,329257215.58,19.6123498165859,"Alta","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_baja","aporte_alto"
595,"Bosque Tropical","Regosol","6°-15°",997327.809875488,5036.04226352647,69187.56,11.1445908100202,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
596,"Agricultura","Phaeozem","15°-35°",413465.756469727,634.020778656006,367336687.7,19.7217893933593,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_alto"
597,"Sec Bosque Tropical","Regosol","6°-15°",658250.853515625,0,0,0,"Baja","Baja","Muy Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
598,"Pastizal","Regosol","6°-15°",1639363.2644043,877.78332708776,877.78,6.7785345819447,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
599,"Sec Bosque Tropical","Regosol","6°-15°",896067.388244629,40964.1398286819,40964.14,10.6204767401216,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
600,"Sec Bosque Tropical","Regosol","6°-15°",1192750.2130127,124351.43453598,124351.43,11.730874990657,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
601,"Sec Bosque Tropical","Regosol","3°-6°",1476063.40966797,247990.290939331,247990.29,12.4211489035626,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
602,"Bosque Tropical","Cambisol","15°-35°",361798.072692871,18.4406901886687,18.44,2.96733279903229,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_muy_bajo"
603,"Sec Bosque Tropical","Regosol","15°-35°",706855.006591797,21770.8847551346,21770.88,9.98837450787254,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
604,"Pastizal","Regosol","6°-15°",1028019.6496582,7271.54422996082,29042.42,10.2765472305996,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
605,"Agricultura","Phaeozem","6°-15°",1238290.6027832,0,0,0,"Media","Baja","Muy Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_muy_bajo"
606,"Bosque Tropical","Cambisol","6°-15°",1220789.13543701,0,0,0,"Media","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_muy_bajo"
607,"Bosque Tropical","Cambisol","6°-15°",2538776.14898682,0,0,0,"Alta","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_alta","esc_baja","aporte_muy_bajo"
608,"Sec Bosque Tropical","Cambisol","6°-15°",633514.750488281,204.484535433352,204.48,5.32534870559907,"Baja","Baja","Muy Baja","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
609,"Sec Bosque Tropical","Regosol","6°-15°",460280.674560547,4309.89846965298,4309.9,8.36890197800396,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
610,"Manglar","Solonchank","1°-3°",366768.398986816,0,76554.09,11.2457658913639,"Baja","Baja","Baja","hidrofila_humedal","suelo_salino","pend_baja","prec_baja","esc_baja","aporte_bajo"
611,"Bosque Tropical","Regosol","1°-3°",NA,0,0,0,NA,"Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
612,"Bosque Tropical","Phaeozem","6°-15°",504264.392272949,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
613,"Bosque Tropical","Regosol","1°-3°",1132926.8059082,0,76554.09,11.2457658913639,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_media","esc_baja","aporte_bajo"
614,"Pastizal","Regosol","6°-15°",1119676.59777832,350414.392242432,11002224.84,16.2136081593837,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
615,"Sec Bosque Templado","Regosol","6°-15°",1092299.4621582,313880.712738037,1058081.98,13.8719693193267,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
616,"Sec Bosque Templado","Cambisol","15°-35°",2809858.2199707,744201.267425537,744201.27,13.5200681451453,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
617,"Sec Bosque Templado","Cambisol","15°-35°",1779745.59863281,438463.292358398,9115042.64,16.025436753796,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_medio"
618,"Bosque de Encino","Cambisol","6°-15°",1071227.3963623,261318.220672607,593249.05,13.2933712585795,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_bajo"
619,"Sec Bosque Tropical","Regosol","6°-15°",1644798.91894531,515598.613464355,7960993.19,15.8900644482626,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
620,"Sec Bosque Tropical","Regosol","6°-15°",1892055.0880127,615237.377807617,1840911.71,14.4257720446424,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
621,"Sec Bosque Tropical","Phaeozem","1°-3°",1154763.55175781,370686.060211182,737342.84,13.5108096024026,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_baja","aporte_bajo"
622,"Sec Bosque Tropical","Phaeozem","6°-15°",1786105.15563965,543873.127716064,35155272.33,17.3752851885816,"Media","Media","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_alto"
623,"Pastizal","Phaeozem","6°-15°",1175520.22497559,382162.607543945,382162.61,12.8536040943244,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
624,"Pastizal","Cambisol","6°-15°",1352060.40393066,458072.32321167,27719342,17.1376410307064,"Media","Media","Alta","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_alto"
625,"Pastizal","Cambisol","6°-15°",2505273.51037598,794683.658752441,34611399.2,17.3596936713086,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_alto"
626,"Sec Bosque Tropical","Luvisol","6°-15°",2088851.02624512,719434.601226807,719434.6,13.4862222947018,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_bajo"
627,"Pastizal","Regosol","6°-15°",1105634.07971191,379687.396362305,379687.4,12.8471061953187,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
628,"Pastizal","Regosol","6°-15°",1399713.6842041,413983.566589355,1654425.84,14.3189651865689,"Media","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
629,"Sec Bosque Tropical","Regosol","3°-6°",722113.39440918,219628.354675293,51171009.21,17.7506837228182,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
630,"Sec Bosque Tropical","Phaeozem","15°-35°",1150440.53234863,341302.012695313,52815959.96,17.7823239939049,"Media","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_media","esc_baja","aporte_alto"
631,"Sec Bosque Tropical","Regosol","6°-15°",3380246.75683594,1045570.31814575,4159381.46,15.2408771741027,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
632,"Pastizal","Luvisol","1°-3°",658881.903808594,222138.519866943,22845143.72,16.9442491678248,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_medio"
633,"Pastizal","Phaeozem","1°-3°",1454865.52978516,464903.618469238,25303246.04,17.0464432869647,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
634,"Pastizal","Luvisol","1°-3°",2268140.00146484,728405.201965332,728405.2,13.4986141386061,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_baja","prec_alta","esc_media","aporte_bajo"
635,"Pastizal","Phaeozem","6°-15°",1969799.77661133,649512.652587891,649512.65,13.3839791310382,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
636,"Pastizal","Phaeozem","3°-6°",1796787.56091309,565740.033996582,1227164.42,14.020217531232,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
637,"Pastizal","Regosol","1°-3°",1388357.23840332,420672.801177979,420672.8,12.9496129904822,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_media","aporte_bajo"
638,"Pastizal","Phaeozem","1°-3°",1774059.61621094,605239.882904053,1423760.99,14.1688132151304,"Media","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_medio"
639,"Pastizal","Regosol","15°-35°",1771748.71520996,472449.816772461,472449.82,13.0656889358427,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
640,"Sec Bosque Tropical","Regosol","15°-35°",1460746.22045898,377113.179199219,377113.18,12.8403032852974,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
641,"Sec Bosque Tropical","Phaeozem","1°-3°",105514.791503906,27020.5680236816,8576364.35,15.9645207628312,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
642,"Sec Bosque Tropical","Regosol","6°-15°",1368405.18310547,406014.28237915,122382775.93,18.6226642067855,"Media","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_alto"
643,"Sec Bosque Tropical","Phaeozem","15°-35°",1853166.29064941,496282.15814209,65682061.47,18.000336424412,"Media","Media","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_media","esc_media","aporte_alto"
644,"Sec Bosque Tropical","Regosol","15°-35°",6833072.69921875,2026712.33319092,8549343.78,15.9613652040583,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
645,"Pastizal","Regosol","15°-35°",2289623.3425293,745283.275512695,745283.28,13.5215210084697,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_bajo"
646,"Pastizal","Regosol","6°-15°",2438882.92272949,775574.011993408,52499177.57,17.7763080811537,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto"
647,"Pastizal","Regosol","6°-15°",765486.393554688,219002.305999756,96767067.5,18.3878172929189,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto"
648,"Sec Bosque Tropical","Leptosol","15°-35°",2286757.85021973,631631.313415527,15526069.7,16.5580311495893,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_medio"
649,"Pastizal","Leptosol","15°-35°",547234.920654297,155189.888397217,15944606.96,16.5846312711062,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
650,"Pastizal","Phaeozem","6°-15°",2479697.20117188,712876.338256836,32602090.26,17.2998869933592,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_alto"
651,"Sec Bosque Tropical","Leptosol","15°-35°",1059904.38366699,287370.090393066,33461666.13,17.3259110768484,"Media","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_alto"
652,"Sec Bosque Tropical","Phaeozem","15°-35°",360204.149658203,97911.9588623047,33559578.09,17.3288328974703,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_alto"
653,"Sec Bosque Tropical","Phaeozem","1°-3°",673803.388793945,177657.656677246,8754022.01,15.9850239252422,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
654,"Sec Bosque Tropical","Phaeozem","6°-15°",704191.244506836,211419.937438965,121707623.4,18.6171322051326,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
655,"Sec Bosque Tropical","Leptosol","15°-35°",939234.231689453,269138.249725342,269138.25,12.5029841826379,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
656,"Sec Bosque Tropical","Phaeozem","15°-35°",606267.03137207,173496.824462891,173496.82,12.0639203134486,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_bajo"
657,"Sec Bosque Tropical","Phaeozem","15°-35°",804183.524169922,240984.711669922,121496203.46,18.6153935812446,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_alto"
658,"Sec Bosque Tropical","Leptosol","15°-35°",845077.382080078,254644.002166748,254644,12.4476256973271,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
659,"Sec Bosque Tropical","Phaeozem","15°-35°",2573114.60144043,769354.464569092,1331385.55,14.1017314759496,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_alta","esc_media","aporte_bajo"
660,"Pastizal","Regosol","6°-15°",908099.494018555,263347.373413086,15789417.07,16.5748505312145,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
661,"Sec Bosque Templado","Leptosol","15°-35°",1225603.90771484,331801.470031738,807875.9,13.6021649744114,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
662,"Pastizal","Leptosol","6°-15°",394021.388549805,102833.075317383,1570931.85,14.2671801728487,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
663,"Sec Bosque Tropical","Regosol","6°-15°",2751651.12402344,786737.960754395,786737.96,13.5756517824164,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
664,"Sec Bosque Tropical","Regosol","6°-15°",2257069.76489258,564976.003540039,257588765.54,19.3668749430914,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto"
665,"Sec Bosque Tropical","Regosol","15°-35°",2565265.0345459,596131.92616272,259307253.32,19.3735242266698,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_media","aporte_alto"
666,"Sec Bosque Tropical","Phaeozem","6°-15°",1305040.28845215,293369.703155518,293369.7,12.589192276037,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_bajo"
667,"Sec Bosque Tropical","Leptosol","15°-35°",1530573.01525879,396955.413543701,36232498.71,17.4054670560749,"Media","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_alto"
